"filename","file_id","JGI Grouping ID","directory/path","Short Organism Name","Genome/Metagenome Name","md5 checksum","file size"
"Athaliana_167_protein_primaryTranscriptOnly.fa.gz","52b9c702166e730e43a34e56","Phytozome-167","Phytozome/PhytozomeV9/Athaliana/annotation","Athaliana","Arabidopsis thaliana TAIR10","a7cc688b861806513d0b1d81e1152b06","6937652"
